"","Variable","TestDataAverage","TrainDataAverage"
"290","fBodyAcc-entropy()-Z",-0.190973507957956,-0.210407026549577
"291","fBodyAcc-maxInds-X",-0.744102804033254,-0.766286986594532
"292","fBodyAcc-maxInds-Y",-0.799796402362742,-0.796318461477149
"293","fBodyAcc-maxInds-Z",-0.842812768546997,-0.844260064448993
"294","fBodyAcc-meanFreq()-X",-0.206860429003072,-0.227324939594942
"295","fBodyAcc-meanFreq()-Y",0.0198886355899287,0.0136015851884109
"296","fBodyAcc-meanFreq()-Z",0.0522842375076961,0.0453159278599015
"297","fBodyAcc-skewness()-X",-0.154042287227129,-0.128562251310171
"298","fBodyAcc-kurtosis()-X",-0.483698886426576,-0.4575098284259
"299","fBodyAcc-skewness()-Y",-0.278562242543996,-0.263831379718594
"300","fBodyAcc-kurtosis()-Y",-0.592490072578466,-0.578113123717919
"301","fBodyAcc-skewness()-Z",-0.248416678679539,-0.238266667235641
"302","fBodyAcc-kurtosis()-Z",-0.485994005493553,-0.476952422472893
"303","fBodyAcc-bandsEnergy()-1,8",-0.837594759284561,-0.810196134825117
"304","fBodyAcc-bandsEnergy()-9,16",-0.885294596668137,-0.888399277324959
"305","fBodyAcc-bandsEnergy()-17,24",-0.857840886942097,-0.858442925116635
"306","fBodyAcc-bandsEnergy()-25,32",-0.888494623863794,-0.89634935952355
"307","fBodyAcc-bandsEnergy()-33,40",-0.918719730439769,-0.913479488470675
"308","fBodyAcc-bandsEnergy()-41,48",-0.918625217887004,-0.910480566656406
"309","fBodyAcc-bandsEnergy()-49,56",-0.950701063851714,-0.944164917284276
"310","fBodyAcc-bandsEnergy()-57,64",-0.962085428809874,-0.953284247399061
"311","fBodyAcc-bandsEnergy()-1,16",-0.836558647211401,-0.815596621818557
"312","fBodyAcc-bandsEnergy()-17,32",-0.844736894621038,-0.847598236474776
"313","fBodyAcc-bandsEnergy()-33,48",-0.918698758248727,-0.91236973724796
"314","fBodyAcc-bandsEnergy()-49,64",-0.95451682071191,-0.947221493176823
"315","fBodyAcc-bandsEnergy()-1,24",-0.838072917156261,-0.818643574436751
"316","fBodyAcc-bandsEnergy()-25,48",-0.881303935756362,-0.883866549730672
"317","fBodyAcc-bandsEnergy()-1,8",-0.788892327138582,-0.78731063072908
"318","fBodyAcc-bandsEnergy()-9,16",-0.852267639777401,-0.845404904283509
"319","fBodyAcc-bandsEnergy()-17,24",-0.857168055060061,-0.861540811746409
"320","fBodyAcc-bandsEnergy()-25,32",-0.893599139902681,-0.906424187261806
"321","fBodyAcc-bandsEnergy()-33,40",-0.897568318715982,-0.897288826662786
"322","fBodyAcc-bandsEnergy()-41,48",-0.885434266328164,-0.881610425521885
"323","fBodyAcc-bandsEnergy()-49,56",-0.904356407384459,-0.901713314433896
"324","fBodyAcc-bandsEnergy()-57,64",-0.950846322992195,-0.951709735325082
"325","fBodyAcc-bandsEnergy()-1,16",-0.762254315112691,-0.757511749815101
"326","fBodyAcc-bandsEnergy()-17,32",-0.83123530970906,-0.83916773233946
"327","fBodyAcc-bandsEnergy()-33,48",-0.88119917265641,-0.879527736129998
"328","fBodyAcc-bandsEnergy()-49,64",-0.920869627881693,-0.919620578644586
"329","fBodyAcc-bandsEnergy()-1,24",-0.75753634929358,-0.753973446456249
"330","fBodyAcc-bandsEnergy()-25,48",-0.884344837051272,-0.89331327016756
"331","fBodyAcc-bandsEnergy()-1,8",-0.88036066961773,-0.847963454861031
"332","fBodyAcc-bandsEnergy()-9,16",-0.909491499433661,-0.895342525298599
"333","fBodyAcc-bandsEnergy()-17,24",-0.935615069605361,-0.921881358629829
"334","fBodyAcc-bandsEnergy()-25,32",-0.967002075961995,-0.959846828680903
"335","fBodyAcc-bandsEnergy()-33,40",-0.969475514445199,-0.961595837599429
"336","fBodyAcc-bandsEnergy()-41,48",-0.947678639569053,-0.933663528908556
"337","fBodyAcc-bandsEnergy()-49,56",-0.948716484214455,-0.938798750591812
"338","fBodyAcc-bandsEnergy()-57,64",-0.962784628932813,-0.955891181340343
"339","fBodyAcc-bandsEnergy()-1,16",-0.875205423521547,-0.844744341631597
"340","fBodyAcc-bandsEnergy()-17,32",-0.947017695215473,-0.935666883927027
"341","fBodyAcc-bandsEnergy()-33,48",-0.961685253240584,-0.95165042812228
"342","fBodyAcc-bandsEnergy()-49,64",-0.952507297190363,-0.943411941210555
"343","fBodyAcc-bandsEnergy()-1,24",-0.866302885688157,-0.83407577414917
"344","fBodyAcc-bandsEnergy()-25,48",-0.965502424356973,-0.957525980267546
"345","fBodyAccJerk-mean()-X",-0.649556005805504,-0.659582568035456
"346","fBodyAccJerk-mean()-Y",-0.621672966990173,-0.631882611384336
"347","fBodyAccJerk-mean()-Z",-0.749835483941805,-0.741112099582274
"348","fBodyAccJerk-std()-X",-0.644162618997256,-0.659315818018017
"349","fBodyAccJerk-std()-Y",-0.606635188412494,-0.614491680586576
"350","fBodyAccJerk-std()-Z",-0.786357920719715,-0.778752052412014
"351","fBodyAccJerk-mad()-X",-0.582463517173669,-0.600012321986536
"352","fBodyAccJerk-mad()-Y",-0.615725652943119,-0.627346354577077
"353","fBodyAccJerk-mad()-Z",-0.769471505963013,-0.762489358831548
"354","fBodyAccJerk-max()-X",-0.703865130256552,-0.714713125500846
"355","fBodyAccJerk-max()-Y",-0.684590304907228,-0.681108395461848
"356","fBodyAccJerk-max()-Z",-0.808553424662029,-0.798195379859992
"357","fBodyAccJerk-min()-X",-0.884625463334951,-0.881959068405128
"358","fBodyAccJerk-min()-Y",-0.857145251919647,-0.861471772532681
"359","fBodyAccJerk-min()-Z",-0.888429636088565,-0.882842933632209
"360","fBodyAccJerk-sma()",-0.616890835818056,-0.621596637155943
"361","fBodyAccJerk-energy()-X",-0.849924335219885,-0.850246231113955
"362","fBodyAccJerk-energy()-Y",-0.825509311334011,-0.828071798668362
"363","fBodyAccJerk-energy()-Z",-0.93878267108585,-0.927513509952329
"364","fBodyAccJerk-iqr()-X",-0.626976337744666,-0.636984479575482
"365","fBodyAccJerk-iqr()-Y",-0.712759252545402,-0.722753295177476
"366","fBodyAccJerk-iqr()-Z",-0.776672433651815,-0.769419300677856
"367","fBodyAccJerk-entropy()-X",-0.237571372135392,-0.278704377677775
"368","fBodyAccJerk-entropy()-Y",-0.243826954159688,-0.274265034730987
"369","fBodyAccJerk-entropy()-Z",-0.352297581295368,-0.370683596523406
"370","fBodyAccJerk-maxInds-X",-0.393973532405836,-0.422105549510337
"371","fBodyAccJerk-maxInds-Y",-0.392073294876145,-0.398824809575626
"372","fBodyAccJerk-maxInds-Z",-0.309779436715304,-0.330457018498368
"373","fBodyAccJerk-meanFreq()-X",-0.0507372746449182,-0.0464913425460101
"374","fBodyAccJerk-meanFreq()-Y",-0.217797302990842,-0.211627431437427
"375","fBodyAccJerk-meanFreq()-Z",-0.126943307205531,-0.12257927038458
"376","fBodyAccJerk-skewness()-X",-0.301658817369807,-0.320991984636091
"377","fBodyAccJerk-kurtosis()-X",-0.707264741217611,-0.715568270143308
"378","fBodyAccJerk-skewness()-Y",-0.408865712231965,-0.396125452134312
"379","fBodyAccJerk-kurtosis()-Y",-0.831665982734968,-0.819665500800027
"380","fBodyAccJerk-skewness()-Z",-0.490373586263607,-0.486686845814472
"381","fBodyAccJerk-kurtosis()-Z",-0.82241716889508,-0.813261430377448
"382","fBodyAccJerk-bandsEnergy()-1,8",-0.881559916792229,-0.862270653612189
"383","fBodyAccJerk-bandsEnergy()-9,16",-0.87982565826264,-0.88933026715438
"384","fBodyAccJerk-bandsEnergy()-17,24",-0.871543808875229,-0.874504533423429
"385","fBodyAccJerk-bandsEnergy()-25,32",-0.88962825493529,-0.900673189088955
"386","fBodyAccJerk-bandsEnergy()-33,40",-0.923939972446556,-0.920915606075544
"387","fBodyAccJerk-bandsEnergy()-41,48",-0.907092590416356,-0.901332258990265
"388","fBodyAccJerk-bandsEnergy()-49,56",-0.947521860011198,-0.944110598167709
"389","fBodyAccJerk-bandsEnergy()-57,64",-0.985771389528334,-0.984058939463683
"390","fBodyAccJerk-bandsEnergy()-1,16",-0.870043581068884,-0.86751883441488
"391","fBodyAccJerk-bandsEnergy()-17,32",-0.849528729725959,-0.856735967198496
"392","fBodyAccJerk-bandsEnergy()-33,48",-0.910689172325823,-0.906287012907291
"393","fBodyAccJerk-bandsEnergy()-49,64",-0.94567992013132,-0.941996665244695
"394","fBodyAccJerk-bandsEnergy()-1,24",-0.846737362137903,-0.845860296442179
"395","fBodyAccJerk-bandsEnergy()-25,48",-0.858510069741262,-0.863705818697031
"396","fBodyAccJerk-bandsEnergy()-1,8",-0.826080169402749,-0.837982168727258
"397","fBodyAccJerk-bandsEnergy()-9,16",-0.873392491279519,-0.866905883662159
"398","fBodyAccJerk-bandsEnergy()-17,24",-0.831171130803427,-0.838555873723789
"399","fBodyAccJerk-bandsEnergy()-25,32",-0.900119237217509,-0.911386332705767
"400","fBodyAccJerk-bandsEnergy()-33,40",-0.916809510861893,-0.915458005689908
"401","fBodyAccJerk-bandsEnergy()-41,48",-0.88000804236454,-0.875856872217368
"402","fBodyAccJerk-bandsEnergy()-49,56",-0.926021507224975,-0.922185319440695
"403","fBodyAccJerk-bandsEnergy()-57,64",-0.972197255698541,-0.97096835880944
"404","fBodyAccJerk-bandsEnergy()-1,16",-0.844235138835991,-0.841155289231869
"405","fBodyAccJerk-bandsEnergy()-17,32",-0.829721605129359,-0.84042246058631
"406","fBodyAccJerk-bandsEnergy()-33,48",-0.881124367018799,-0.878252048641975
"407","fBodyAccJerk-bandsEnergy()-49,64",-0.931850597072277,-0.928343320261562
"408","fBodyAccJerk-bandsEnergy()-1,24",-0.812360751645708,-0.813372490491021
"409","fBodyAccJerk-bandsEnergy()-25,48",-0.891466721108585,-0.897427406495552
"410","fBodyAccJerk-bandsEnergy()-1,8",-0.910197213119783,-0.896836050577965
"411","fBodyAccJerk-bandsEnergy()-9,16",-0.906894655694605,-0.896265341196338
"412","fBodyAccJerk-bandsEnergy()-17,24",-0.939926368985409,-0.928005977992111
"413","fBodyAccJerk-bandsEnergy()-25,32",-0.968502675822871,-0.96132015842651
"414","fBodyAccJerk-bandsEnergy()-33,40",-0.972814576942653,-0.965172739936344
"415","fBodyAccJerk-bandsEnergy()-41,48",-0.951796450872073,-0.93861601326988
"416","fBodyAccJerk-bandsEnergy()-49,56",-0.940674719305056,-0.929004435791213
"417","fBodyAccJerk-bandsEnergy()-57,64",-0.976043250091619,-0.969494039704434
"418","fBodyAccJerk-bandsEnergy()-1,16",-0.8884818700302,-0.874642812580808
"419","fBodyAccJerk-bandsEnergy()-17,32",-0.953926976206312,-0.944322926998919
"420","fBodyAccJerk-bandsEnergy()-33,48",-0.964648347495758,-0.954820442219056
"421","fBodyAccJerk-bandsEnergy()-49,64",-0.9409650856264,-0.929141471212255
"422","fBodyAccJerk-bandsEnergy()-1,24",-0.909428490953851,-0.89512358172157
"423","fBodyAccJerk-bandsEnergy()-25,48",-0.967014110234136,-0.958792198249728
"424","fBodyGyro-mean()-X",-0.669777853306077,-0.67302284170778
"425","fBodyGyro-mean()-Y",-0.716917178919671,-0.701927400009353
"426","fBodyGyro-mean()-Z",-0.639881620987784,-0.645920841229206
"427","fBodyGyro-std()-X",-0.740113687051917,-0.737985987405513
"428","fBodyGyro-std()-Y",-0.694043633595317,-0.66628354335428
"429","fBodyGyro-std()-Z",-0.689345388559382,-0.690887610495729
"430","fBodyGyro-mad()-X",-0.689560798373834,-0.687313766746961
"431","fBodyGyro-mad()-Y",-0.725520107096471,-0.706783855758945
"432","fBodyGyro-mad()-Z",-0.638666179968748,-0.641824128655709
"433","fBodyGyro-max()-X",-0.737517653249891,-0.734627583182459
"434","fBodyGyro-max()-Y",-0.754003497826094,-0.725521764907501
"435","fBodyGyro-max()-Z",-0.762903667894333,-0.7647255621588
"436","fBodyGyro-min()-X",-0.93007188601493,-0.932140330984222
"437","fBodyGyro-min()-Y",-0.905949208226468,-0.898618441086181
"438","fBodyGyro-min()-Z",-0.911056746376994,-0.907826695580944
"439","fBodyGyro-sma()",-0.663304679498646,-0.659073646262179
"440","fBodyGyro-energy()-X",-0.919964574523244,-0.913635531216241
"441","fBodyGyro-energy()-Y",-0.903970668400848,-0.878004086165247
"442","fBodyGyro-energy()-Z",-0.873238149324907,-0.868188063117356
"443","fBodyGyro-iqr()-X",-0.7021781798868,-0.709390481835039
"444","fBodyGyro-iqr()-Y",-0.75858406857869,-0.751877166962054
"445","fBodyGyro-iqr()-Z",-0.690806455683339,-0.699287554177285
"446","fBodyGyro-entropy()-X",-0.0567973642086393,-0.107762237772299
"447","fBodyGyro-entropy()-Y",-0.0159421476992874,-0.0590810145759861
"448","fBodyGyro-entropy()-Z",-0.117138970450492,-0.161947647726558
"449","fBodyGyro-maxInds-X",-0.889650491317611,-0.874528472277476
"450","fBodyGyro-maxInds-Y",-0.776831550715304,-0.810900698165669
"451","fBodyGyro-maxInds-Z",-0.814375811692908,-0.805251209903292
"452","fBodyGyro-meanFreq()-X",-0.100620972093246,-0.101211749925555
"453","fBodyGyro-meanFreq()-Y",-0.167128338105348,-0.177143302343818
"454","fBodyGyro-meanFreq()-Z",-0.0587142680826159,-0.0484581720436038
"455","fBodyGyro-skewness()-X",-0.181890457929274,-0.174696061587333
"456","fBodyGyro-kurtosis()-X",-0.500622945634136,-0.491359252660956
"457","fBodyGyro-skewness()-Y",-0.192616802272453,-0.172800481987118
"458","fBodyGyro-kurtosis()-Y",-0.54513024189681,-0.528210509181975
"459","fBodyGyro-skewness()-Z",-0.205978175698229,-0.216722370402485
"460","fBodyGyro-kurtosis()-Z",-0.525757406902962,-0.536035320925377
"461","fBodyGyro-bandsEnergy()-1,8",-0.931408166155073,-0.928330398713126
"462","fBodyGyro-bandsEnergy()-9,16",-0.923109928568035,-0.901325154120637
"463","fBodyGyro-bandsEnergy()-17,24",-0.925786228332202,-0.917860023419342
"464","fBodyGyro-bandsEnergy()-25,32",-0.9574496126264,-0.959487083059032
"465","fBodyGyro-bandsEnergy()-33,40",-0.950028501127587,-0.949971010148939
"466","fBodyGyro-bandsEnergy()-41,48",-0.953550668169664,-0.951685767110582
"467","fBodyGyro-bandsEnergy()-49,56",-0.965329162195453,-0.963538995217764
"468","fBodyGyro-bandsEnergy()-57,64",-0.974826557869019,-0.975575701200422
"469","fBodyGyro-bandsEnergy()-1,16",-0.924205534634544,-0.918126105852734
"470","fBodyGyro-bandsEnergy()-17,32",-0.922947811653885,-0.917403799010745
"471","fBodyGyro-bandsEnergy()-33,48",-0.94643875589379,-0.945639503440492
"472","fBodyGyro-bandsEnergy()-49,64",-0.969531623203258,-0.968865061107454
"473","fBodyGyro-bandsEnergy()-1,24",-0.921454953210383,-0.915047155287962
"474","fBodyGyro-bandsEnergy()-25,48",-0.953807324008144,-0.955048177476741
"475","fBodyGyro-bandsEnergy()-1,8",-0.899826949548558,-0.86990226544728
"476","fBodyGyro-bandsEnergy()-9,16",-0.962506221271462,-0.955349406959032
"477","fBodyGyro-bandsEnergy()-17,24",-0.966931877251442,-0.956961653564853
"478","fBodyGyro-bandsEnergy()-25,32",-0.97144534062097,-0.965885477880849
"479","fBodyGyro-bandsEnergy()-33,40",-0.980264915890736,-0.976600839978237
"480","fBodyGyro-bandsEnergy()-41,48",-0.963427498659654,-0.955938916561874
"481","fBodyGyro-bandsEnergy()-49,56",-0.958554030273838,-0.949943089663969
"482","fBodyGyro-bandsEnergy()-57,64",-0.979297682391585,-0.974797406286344
"483","fBodyGyro-bandsEnergy()-1,16",-0.908166651804547,-0.883362852171178
"484","fBodyGyro-bandsEnergy()-17,32",-0.960419916484561,-0.949409078112187
"485","fBodyGyro-bandsEnergy()-33,48",-0.976605714485918,-0.972118744833787
"486","fBodyGyro-bandsEnergy()-49,64",-0.961902265838819,-0.953900680336167
"487","fBodyGyro-bandsEnergy()-1,24",-0.898852616311843,-0.871033642711643
"488","fBodyGyro-bandsEnergy()-25,48",-0.970849895279946,-0.965195364270539
"489","fBodyGyro-bandsEnergy()-1,8",-0.901745385971836,-0.898191148565329
"490","fBodyGyro-bandsEnergy()-9,16",-0.935098911901255,-0.931967377356243
"491","fBodyGyro-bandsEnergy()-17,24",-0.937320119788259,-0.929685276032603
"492","fBodyGyro-bandsEnergy()-25,32",-0.962032973983712,-0.966977871382617
"493","fBodyGyro-bandsEnergy()-33,40",-0.969823993932813,-0.97162501023395
"494","fBodyGyro-bandsEnergy()-41,48",-0.96010296097998,-0.960644255229448
"495","fBodyGyro-bandsEnergy()-49,56",-0.950686723530031,-0.951565941524714
"496","fBodyGyro-bandsEnergy()-57,64",-0.971069807789277,-0.968726310085283
"497","fBodyGyro-bandsEnergy()-1,16",-0.88478293373227,-0.880352470338776
"498","fBodyGyro-bandsEnergy()-17,32",-0.921853060386155,-0.916966259765963
"499","fBodyGyro-bandsEnergy()-33,48",-0.967102865670512,-0.968570666843036
"500","fBodyGyro-bandsEnergy()-49,64",-0.959548810870377,-0.959026900918213
"501","fBodyGyro-bandsEnergy()-1,24",-0.876904510869257,-0.87146900560053
"502","fBodyGyro-bandsEnergy()-25,48",-0.963607908978622,-0.967473949421926
"503","fBodyAccMag-mean()",-0.58703015721168,-0.58553481169299
"504","fBodyAccMag-std()",-0.667105016090295,-0.656495309836323
"505","fBodyAccMag-mad()",-0.60144497220587,-0.59398511951448
"506","fBodyAccMag-max()",-0.764741699836783,-0.753204278805992
"507","fBodyAccMag-min()",-0.889994936253207,-0.890825869998436
"508","fBodyAccMag-sma()",-0.58703015721168,-0.58553481169299
"509","fBodyAccMag-energy()",-0.832892272574598,-0.817448119853645
"510","fBodyAccMag-iqr()",-0.694749676532643,-0.694982538202349
"511","fBodyAccMag-entropy()",-0.170672161603529,-0.197926641299782
"512","fBodyAccMag-maxInds",-0.756128382694944,-0.751153802478781
"513","fBodyAccMag-meanFreq()",0.0862043752848643,0.0731367989710496
"514","fBodyAccMag-skewness()",-0.365332326382318,-0.347256941240983
"515","fBodyAccMag-kurtosis()",-0.6458275423283,-0.626638068926075
"516","fBodyBodyAccJerkMag-mean()",-0.612123540048571,-0.624263775268761
"517","fBodyBodyAccJerkMag-std()",-0.6229864655134,-0.646927350614211
"518","fBodyBodyAccJerkMag-mad()",-0.60317580952226,-0.618749609933591
"519","fBodyBodyAccJerkMag-max()",-0.661524048522531,-0.691182262778613
"520","fBodyBodyAccJerkMag-min()",-0.795903489942782,-0.806276589876741
"521","fBodyBodyAccJerkMag-sma()",-0.612123540048571,-0.624263775268761
"522","fBodyBodyAccJerkMag-energy()",-0.838024983101289,-0.842187588135201
"523","fBodyBodyAccJerkMag-iqr()",-0.671666339601663,-0.678618250574506
"524","fBodyBodyAccJerkMag-entropy()",-0.315549571587974,-0.347656584052984
"525","fBodyBodyAccJerkMag-maxInds",-0.877314027695623,-0.877994540660909
"526","fBodyBodyAccJerkMag-meanFreq()",0.160806762720802,0.178195402657311
"527","fBodyBodyAccJerkMag-skewness()",-0.262748982902584,-0.312967555667936
"528","fBodyBodyAccJerkMag-kurtosis()",-0.567276137246702,-0.615441188245549
"529","fBodyBodyGyroMag-mean()",-0.707892708360848,-0.693209575028455
"530","fBodyBodyGyroMag-std()",-0.717690363847981,-0.692875837299708
"531","fBodyBodyGyroMag-mad()",-0.696440919079739,-0.674829752148037
"532","fBodyBodyGyroMag-max()",-0.754526575595249,-0.72664546566023
"533","fBodyBodyGyroMag-min()",-0.897678376184594,-0.885102867737418
"534","fBodyBodyGyroMag-sma()",-0.707892708360848,-0.693209575028455
"535","fBodyBodyGyroMag-energy()",-0.898786550895826,-0.874292331094002
"536","fBodyBodyGyroMag-iqr()",-0.727936881638242,-0.719795300986022
"537","fBodyBodyGyroMag-entropy()",-0.0473410105371904,-0.0878781580865384
"538","fBodyBodyGyroMag-maxInds",-0.880904527243298,-0.889442259342492
"539","fBodyBodyGyroMag-meanFreq()",-0.0292083814447448,-0.0465161385833107
"540","fBodyBodyGyroMag-skewness()",-0.290799151568579,-0.253648615479548
"541","fBodyBodyGyroMag-kurtosis()",-0.601914311720231,-0.565425151851276
"542","fBodyBodyGyroJerkMag-mean()",-0.780744465254605,-0.779376076444767
"543","fBodyBodyGyroJerkMag-std()",-0.79168813867265,-0.792391460915905
"544","fBodyBodyGyroJerkMag-mad()",-0.774820040555721,-0.772835910246028
"545","fBodyBodyGyroJerkMag-max()",-0.806254445344181,-0.811409445698885
"546","fBodyBodyGyroJerkMag-min()",-0.869391424320665,-0.871926654973817
"547","fBodyBodyGyroJerkMag-sma()",-0.780744465254605,-0.779376076444767
"548","fBodyBodyGyroJerkMag-energy()",-0.943171812239566,-0.935784556864812
"549","fBodyBodyGyroJerkMag-iqr()",-0.775751880262406,-0.771497171073463
"550","fBodyBodyGyroJerkMag-entropy()",-0.248673296020333,-0.284626584197391
"551","fBodyBodyGyroJerkMag-maxInds",-0.902962925764167,-0.898859180006393
"552","fBodyBodyGyroJerkMag-meanFreq()",0.130236333853275,0.125293439532257
"553","fBodyBodyGyroJerkMag-skewness()",-0.277592771857576,-0.307009198933822
"554","fBodyBodyGyroJerkMag-kurtosis()",-0.598755521870387,-0.625293857062175
"555","angle(tBodyAccMean,gravity)",0.00526397595599559,0.00868366049349034
"556","angle(tBodyAccJerkMean),gravityMean)",0.00379931433568714,0.00218609660382481
"557","angle(tBodyGyroMean,gravityMean)",0.0400291928864381,0.0087258605074728
"558","angle(tBodyGyroJerkMean,gravityMean)",-0.0172975696006379,-0.00598094014244505
"559","angle(X,gravityMean)",-0.513922892256532,-0.489547201586915
"560","angle(Y,gravityMean)",0.074886005153943,0.0585930329553033
"561","angle(Z,gravityMean)",-0.0487199619615453,-0.0565147026615397
"562","Data.Type",1,2
